# cs276 term ids
subsegments : 7854
boot : 937
illinois : 3828
hurwitz : 3767
book : 932
branch : 964
teleregister : 8119
flexion : 3230
conclusion : 1602
lance : 4455
kinds : 4401
june : 4360
inherently : 4018
incurred : 3948
coupling : 1905
repertoire : 6858
intentionally : 4110
applicabilities : 492
volumes : 8809
dominoes : 2505
richardson : 7039
expands : 2984
strategical : 7760
